company_id,type,rule_id,text,confidence_pct
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,69
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
INFY,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,81
IOC,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,89
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,92
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
IRFC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,68
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67
IRFC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
ITC,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,82
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61
JINDALSTEL,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
JINDALSTEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,64
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
JSWENERGY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
JSWENERGY,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
JSWSTEEL,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
JSWSTEEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,66
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,92
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,68
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
LICI,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,77
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,87
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61
LODHA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,69
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,69
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,83
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,84
LTIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66
M&M,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
M&M,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63
MARUTI,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
MOTHERSON,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
MOTHERSON,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,61
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,76
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
NAUKRI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NAUKRI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
NAUKRI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
NESTLEIND,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,66
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,68
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
NTPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
ONGC,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83
PFC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
PIDILITIND,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79
POWERGRID,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69
POWERGRID,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,61
RELIANCE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
RELIANCE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,82
RELIANCE,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
SBILIFE,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,100
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71
SBIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
SHREECEM,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
SHRIRAMFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,74
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62
SIEMENS,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,73
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77
SUNPHARMA,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,92
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATACONSUM,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67
TATACONSUM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAMOTORS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,67
TATAMOTORS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAPOWER,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
TATAPOWER,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,97
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,90
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATASTEEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,83
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TITAN,con,CON_01,Debt-to-equity ratio of 2.2 is elevated for a non-financial company and warrants monitoring,62
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
TITAN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,67
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68
TITAN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,92
TITAN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68
TORNTPHARM,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
TORNTPHARM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,87
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TRENT,con,CON_FALLBACK,Limited historical data available for comprehensive analysis,65
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,91
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TRENT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,74
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95
TVSMOTOR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,84
TVSMOTOR,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
